RXCUI,NAME,TTY,ATC_CLS,CLS_NAME,ATC_IN,IN_NAME,IN_RxCUI
1189307,"alanine / arginine / aspartate / glutamate / glycine / histidine / isoleucine / leucine / lysine / magnesium chloride / methionine / phenylalanine / potassium chloride / proline / serine / sodium chloride / sodium phosphate, dibasic / threonine / tryptophan / tyrosine / valine Injectable Solution [Aminosyn II 8.5 % with Electrolytes, Sulfite-Free]",SBDF,N06AX,SNRIs,N06AX02,tryptophan,10898
1189609,"alanine / arginine / glycine / histidine / isoleucine / leucine / lysine / magnesium chloride / methionine / phenylalanine / potassium chloride / proline / serine / sodium chloride / sodium phosphate / threonine / tryptophan / tyrosine / valine Injectable Solution [Aminosyn 8.5 % with Electrolytes, Sulfite-Free]",SBDF,N06AX,SNRIs,N06AX02,tryptophan,10898
1189638,alanine / arginine / aspartate / cysteine / glutamate / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / sodium acetate / sodium chloride / sodium metabisulfite / taurine / threonine / tryptophan / tyrosine / valine Injectable Solution [Trophamine 10 %],SBDF,N06AX,SNRIs,N06AX02,tryptophan,10898
1189643,alanine / arginine / aspartate / cysteine / glutamate / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / sodium acetate / sodium chloride / sodium metabisulfite / taurine / threonine / tryptophan / tyrosine / valine Injectable Solution [Trophamine 6 %],SBDF,N06AX,SNRIs,N06AX02,tryptophan,10898
1293417,5-hydroxytryptophan / magnesium oxide / melatonin / tryptophan / vitamin B6 Oral Capsule [Somnicin],SBDF,N06AX,SNRIs,N06AX02,tryptophan,10898
1601980,alanine / arginine / aspartate / glutamate / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / threonine / tryptophan / tyrosine / valine Injectable Solution [Plenamine],SBDF,N06AX,SNRIs,N06AX02,tryptophan,10898
800191,alanine / arginine / aspartate / glutamate / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / threonine / tryptophan / tyrosine / valine Injectable Solution [Aminosyn II 15%],SBDF,N06AX,SNRIs,N06AX02,tryptophan,10898
800212,"alanine / arginine / aspartate / glutamate / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / threonine / tryptophan / tyrosine / valine Injectable Solution [Aminosyn II 7 %, Sulfite-Free]",SBDF,N06AX,SNRIs,N06AX02,tryptophan,10898
800219,"alanine / arginine / aspartate / glutamate / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / threonine / tryptophan / tyrosine / valine Injectable Solution [Aminosyn II 8.5 %, Sulfite-Free]",SBDF,N06AX,SNRIs,N06AX02,tryptophan,10898
800240,alanine / arginine / aspartate / glutamate / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / threonine / tryptophan / tyrosine / valine Injectable Solution [Aminosyn II 10 %],SBDF,N06AX,SNRIs,N06AX02,tryptophan,10898
800272,"alanine / arginine / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / threonine / tryptophan / tyrosine / valine Injectable Solution [Aminosyn-HBC 7 %, Sulfite-Free]",SBDF,N06AX,SNRIs,N06AX02,tryptophan,10898
800344,"alanine / arginine / aspartate / glutamate / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / taurine / threonine / tryptophan / tyrosine / valine Injectable Solution [Aminosyn-PF 10 %, Sulfite-Free]",SBDF,N06AX,SNRIs,N06AX02,tryptophan,10898
800379,alanine / arginine / calcium chloride / dibasic potassium phosphate / glucose / glycine / histidine / isoleucine / leucine / lysine / magnesium chloride / methionine / phenylalanine / proline / serine / sodium acetate / sodium chloride / threonine / tryptophan / tyrosine / valine Injectable Solution [Clinimix E 4.25/5],SBDF,N06AX,SNRIs,N06AX02,tryptophan,10898
800399,alanine / arginine / glucose / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / threonine / tryptophan / tyrosine / valine Injectable Solution [Clinimix 2.75/5],SBDF,N06AX,SNRIs,N06AX02,tryptophan,10898
800404,alanine / arginine / glucose / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / threonine / tryptophan / tyrosine / valine Injectable Solution [Clinimix 4.25/10],SBDF,N06AX,SNRIs,N06AX02,tryptophan,10898
800419,alanine / arginine / glucose / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / threonine / tryptophan / tyrosine / valine Injectable Solution [Clinimix 4.25/5],SBDF,N06AX,SNRIs,N06AX02,tryptophan,10898
800437,alanine / arginine / glucose / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / threonine / tryptophan / tyrosine / valine Injectable Solution [Clinimix 5/15],SBDF,N06AX,SNRIs,N06AX02,tryptophan,10898
800443,alanine / arginine / glucose / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / threonine / tryptophan / tyrosine / valine Injectable Solution [Clinimix 5/20],SBDF,N06AX,SNRIs,N06AX02,tryptophan,10898
800461,alanine / arginine / calcium chloride / dibasic potassium phosphate / glucose / glycine / histidine / isoleucine / leucine / lysine / magnesium chloride / methionine / phenylalanine / proline / serine / sodium acetate / sodium chloride / threonine / tryptophan / tyrosine / valine Injectable Solution [Clinimix E 2.75/5],SBDF,N06AX,SNRIs,N06AX02,tryptophan,10898
800490,alanine / arginine / calcium chloride / dibasic potassium phosphate / glucose / glycine / histidine / isoleucine / leucine / lysine / magnesium chloride / methionine / phenylalanine / proline / serine / sodium acetate / sodium chloride / threonine / tryptophan / tyrosine / valine Injectable Solution [Clinimix E 5/15],SBDF,N06AX,SNRIs,N06AX02,tryptophan,10898
800503,alanine / arginine / calcium chloride / dibasic potassium phosphate / glucose / glycine / histidine / isoleucine / leucine / lysine / magnesium chloride / methionine / phenylalanine / proline / serine / sodium acetate / sodium chloride / threonine / tryptophan / tyrosine / valine Injectable Solution [Clinimix E 5/20],SBDF,N06AX,SNRIs,N06AX02,tryptophan,10898
800508,alanine / arginine / calcium chloride / dibasic potassium phosphate / glucose / glycine / histidine / isoleucine / leucine / lysine / magnesium chloride / methionine / phenylalanine / proline / serine / sodium acetate / sodium chloride / threonine / tryptophan / tyrosine / valine Injectable Solution [Clinimix E 5/25],SBDF,N06AX,SNRIs,N06AX02,tryptophan,10898
800587,alanine / arginine / aspartate / glutamate / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / threonine / tryptophan / tyrosine / valine Injectable Solution [Clinisol 15],SBDF,N06AX,SNRIs,N06AX02,tryptophan,10898
800932,alanine / arginine / cysteine / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / phosphoric acid / proline / serine / threonine / tryptophan / valine Injectable Solution [Hepatamine 8],SBDF,N06AX,SNRIs,N06AX02,tryptophan,10898
801135,alanine / arginine / aspartate / glutamate / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / threonine / tryptophan / tyrosine / valine Injectable Solution [Prosol],SBDF,N06AX,SNRIs,N06AX02,tryptophan,10898
801397,alanine / arginine / aspartate / cysteine / glutamate / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / taurine / threonine / tryptophan / tyrosine / valine Injectable Solution [PremaSol],SBDF,N06AX,SNRIs,N06AX02,tryptophan,10898
801416,alanine / arginine / calcium acetate / cysteine / glycerin / glycine / histidine / isoleucine / leucine / lysine / magnesium acetate / methionine / phenylalanine / phosphoric acid / potassium chloride / proline / serine / sodium acetate / sodium chloride / threonine / tryptophan / valine Injectable Solution [ProcalAmine 3],SBDF,N06AX,SNRIs,N06AX02,tryptophan,10898
801647,alanine / arginine / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / threonine / tryptophan / tyrosine / valine Injectable Solution [Travasol 10],SBDF,N06AX,SNRIs,N06AX02,tryptophan,10898
830654,"alanine / arginine / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / threonine / tryptophan / tyrosine / valine Injectable Solution [Aminosyn 10%, Sulfite-Free]",SBDF,N06AX,SNRIs,N06AX02,tryptophan,10898
830683,"alanine / arginine / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / threonine / tryptophan / tyrosine / valine Injectable Solution [Aminosyn 8.5%, Sulfite-Free]",SBDF,N06AX,SNRIs,N06AX02,tryptophan,10898
831429,alanine / arginine / aspartate / glutamate / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / taurine / threonine / tryptophan / tyrosine / valine Injectable Solution [Aminosyn-PF 7%],SBDF,N06AX,SNRIs,N06AX02,tryptophan,10898
847784,"alanine / arginine / glycine / histidine / isoleucine / leucine / lysine / magnesium acetate / methionine / phenylalanine / phosphoric acid / potassium acetate / proline / serine / sodium chloride / threonine / tryptophan / tyrosine / valine Injectable Solution [Aminosyn 3.5 % M, Sulfite Free]",SBDF,N06AX,SNRIs,N06AX02,tryptophan,10898
2655400,alanine / arginine / calcium chloride / dibasic potassium phosphate / glucose / glycine / histidine / isoleucine / leucine / lysine / magnesium chloride / methionine / phenylalanine / proline / serine / sodium acetate trihydrate / sodium chloride / threonine / tryptophan / tyrosine / valine Injectable Solution [Clinimix E 5/15],SBDFP,N06AX,SNRIs,N06AX02,tryptophan,10898
2655668,alanine / arginine / calcium chloride / dibasic potassium phosphate / glucose / glycine / histidine / isoleucine / leucine / lysine / magnesium chloride / methionine / phenylalanine / proline / serine / sodium acetate trihydrate / sodium chloride / threonine / tryptophan / tyrosine / valine Injectable Solution [Clinimix E 5/20],SBDFP,N06AX,SNRIs,N06AX02,tryptophan,10898
2656536,alanine / arginine / calcium chloride / dibasic potassium phosphate / glucose / glycine / histidine / isoleucine / leucine / lysine / magnesium chloride / methionine / phenylalanine / proline / serine / sodium acetate trihydrate / sodium chloride / threonine / tryptophan / tyrosine / valine Injectable Solution [Clinimix E 2.75/5],SBDFP,N06AX,SNRIs,N06AX02,tryptophan,10898
2657325,alanine / arginine / calcium chloride / dibasic potassium phosphate / glucose / glycine / histidine / isoleucine / leucine / lysine / magnesium chloride / methionine / phenylalanine / proline / serine / sodium acetate trihydrate / sodium chloride / threonine / tryptophan / tyrosine / valine Injectable Solution [Clinimix E 4.25/5],SBDFP,N06AX,SNRIs,N06AX02,tryptophan,10898
2657869,alanine / arginine / calcium chloride / dibasic potassium phosphate / glucose / glycine / histidine / isoleucine / leucine / lysine / magnesium chloride / methionine / phenylalanine / proline / serine / sodium acetate trihydrate / sodium chloride / threonine / tryptophan / tyrosine / valine Injectable Solution [Clinimix E 5/25],SBDFP,N06AX,SNRIs,N06AX02,tryptophan,10898
2658367,alanine / arginine / calcium chloride / dibasic potassium phosphate / glucose / glycine / histidine / isoleucine / leucine / lysine / magnesium chloride / methionine / phenylalanine / proline / serine / sodium acetate trihydrate / sodium chloride / threonine / tryptophan / tyrosine / valine Injectable Solution [Clinimix E 4.25/10],SBDFP,N06AX,SNRIs,N06AX02,tryptophan,10898
1168388,Hepatamine 8 Injectable Product,SBDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1172097,"Aminosyn 10%, Sulfite-Free Injectable Product",SBDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1172098,"Aminosyn 3.5 % M, Sulfite Free Injectable Product",SBDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1172104,"Aminosyn 8.5%, Sulfite-Free Injectable Product",SBDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1172105,Aminosyn II 10 % Injectable Product,SBDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1172106,Aminosyn II 15% Injectable Product,SBDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1172117,"Aminosyn II 7 %, Sulfite-Free Injectable Product",SBDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1172118,"Aminosyn II 8.5 %, Sulfite-Free Injectable Product",SBDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1172829,"Aminosyn-HBC 7 %, Sulfite-Free Injectable Product",SBDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1172831,"Aminosyn-PF 10 %, Sulfite-Free Injectable Product",SBDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1172832,Aminosyn-PF 7% Injectable Product,SBDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1172833,"Aminosyn-RF 5.2 %, Sulfite-Free Injectable Product",SBDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1172983,Clinimix 2.75/5 Injectable Product,SBDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1172984,Clinimix 4.25/10 Injectable Product,SBDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1172987,Clinimix 4.25/5 Injectable Product,SBDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1172988,Clinimix 5/15 Injectable Product,SBDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1172989,Clinimix 5/20 Injectable Product,SBDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1172992,Clinimix E 2.75/5 Injectable Product,SBDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1172993,Clinimix E 4.25/10 Injectable Product,SBDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1172995,Clinimix E 4.25/5 Injectable Product,SBDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1172996,Clinimix E 5/15 Injectable Product,SBDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1172997,Clinimix E 5/20 Injectable Product,SBDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1172999,Clinimix E 5/25 Injectable Product,SBDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1173001,Clinisol 15 Injectable Product,SBDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1173304,Freamine III 10 Injectable Product,SBDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1179195,Travasol 10 Injectable Product,SBDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1179545,ProcalAmine 3 Injectable Product,SBDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1181851,Prosol Injectable Product,SBDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1182528,Restone Oral Product,SBDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1182530,Restone Pill,SBDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1185835,PremaSol Injectable Product,SBDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1189259,"Aminosyn 7 % with Electrolytes, Sulfite-Free Injectable Product",SBDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1189308,"Aminosyn II 8.5 % with Electrolytes, Sulfite-Free Injectable Product",SBDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1189610,"Aminosyn 8.5 % with Electrolytes, Sulfite-Free Injectable Product",SBDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1189639,Trophamine 10 % Injectable Product,SBDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1189644,Trophamine 6 % Injectable Product,SBDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1293418,Somnicin Oral Product,SBDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1293419,Somnicin Pill,SBDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1601981,Plenamine Injectable Product,SBDG,N06AX,SNRIs,N06AX02,tryptophan,10898
1014427,alanine 7.1 MG/ML / arginine 9.5 MG/ML / cysteine 0.16 MG/ML / glycine 14 MG/ML / histidine 2.8 MG/ML / isoleucine 6.9 MG/ML / leucine 9.1 MG/ML / lysine 7.3 MG/ML / methionine 5.3 MG/ML / phenylalanine 5.6 MG/ML / phosphoric acid 1.2 MG/ML / proline 11.2 MG/ML / serine 5.9 MG/ML / sodium bisulfite 1 MG/ML / threonine 4 MG/ML / tryptophan 1.5 MG/ML / valine 6.6 MG/ML Injectable Solution,SCD,N06AX,SNRIs,N06AX02,tryptophan,10898
1090635,alanine 8.8 MG/ML / arginine 4.89 MG/ML / calcium chloride 0.004 MEQ/ML / dibasic potassium phosphate 2.61 MG/ML / glucose 100 MG/ML / glycine 4.38 MG/ML / histidine 2.04 MG/ML / isoleucine 2.55 MG/ML / leucine 3.11 MG/ML / lysine 2.47 MG/ML / magnesium chloride 0.01 MEQ/ML / methionine 1.7 MG/ML / phenylalanine 2.38 MG/ML / proline 2.89 MG/ML / serine 2.13 MG/ML / sodium acetate trihydrate 2.97 MG/ML / sodium chloride 0.013 MEQ/ML / threonine 1.79 MG/ML / tryptophan 0.77 MG/ML / tyrosine 0.17 MG/ML / valine 2.47 MG/ML Injectable Solution,SCD,N06AX,SNRIs,N06AX02,tryptophan,10898
1094083,arginine 6 MG/ML / histidine 4.29 MG/ML / isoleucine 4.62 MG/ML / leucine 7.26 MG/ML / lysine 5.35 MG/ML / methionine 7.26 MG/ML / phenylalanine 7.26 MG/ML / threonine 3.3 MG/ML / tryptophan 1.65 MG/ML / valine 5.28 MG/ML Injectable Solution,SCD,N06AX,SNRIs,N06AX02,tryptophan,10898
1094141,melatonin 3 MG / tryptophan 100 MG Oral Capsule,SCD,N06AX,SNRIs,N06AX02,tryptophan,10898
1293413,5-hydroxytryptophan 50 MG / magnesium oxide 50 MG / melatonin 2 MG / tryptophan 100 MG / vitamin B6 10 MG Oral Capsule,SCD,N06AX,SNRIs,N06AX02,tryptophan,10898
199906,tryptophan 500 MG Oral Capsule,SCD,N06AX,SNRIs,N06AX02,tryptophan,10898
313525,tryptophan 500 MG Oral Tablet,SCD,N06AX,SNRIs,N06AX02,tryptophan,10898
800188,alanine 14.9 MG/ML / arginine 15.3 MG/ML / aspartate 10.5 MG/ML / glutamate 11.1 MG/ML / glycine 7.5 MG/ML / histidine 4.5 MG/ML / isoleucine 9.9 MG/ML / leucine 15 MG/ML / lysine 15.8 MG/ML / methionine 2.58 MG/ML / phenylalanine 4.47 MG/ML / proline 10.8 MG/ML / serine 7.95 MG/ML / threonine 6 MG/ML / tryptophan 3 MG/ML / tyrosine 4.05 MG/ML / valine 7.5 MG/ML Injectable Solution,SCD,N06AX,SNRIs,N06AX02,tryptophan,10898
800209,alanine 6.95 MG/ML / arginine 7.13 MG/ML / aspartate 4.9 MG/ML / glutamate 5.17 MG/ML / glycine 3.5 MG/ML / histidine 2.1 MG/ML / isoleucine 4.62 MG/ML / leucine 7 MG/ML / lysine 7.35 MG/ML / methionine 1.2 MG/ML / phenylalanine 2.09 MG/ML / proline 5.05 MG/ML / serine 3.71 MG/ML / threonine 2.8 MG/ML / tryptophan 1.4 MG/ML / tyrosine 1.89 MG/ML / valine 3.5 MG/ML Injectable Solution,SCD,N06AX,SNRIs,N06AX02,tryptophan,10898
800216,alanine 8.44 MG/ML / arginine 8.65 MG/ML / aspartate 5.95 MG/ML / glutamate 6.27 MG/ML / glycine 4.25 MG/ML / histidine 2.55 MG/ML / isoleucine 5.61 MG/ML / leucine 8.5 MG/ML / lysine 8.93 MG/ML / methionine 1.46 MG/ML / phenylalanine 2.53 MG/ML / proline 6.14 MG/ML / serine 4.5 MG/ML / threonine 3.4 MG/ML / tryptophan 1.7 MG/ML / tyrosine 2.3 MG/ML / valine 4.25 MG/ML Injectable Solution,SCD,N06AX,SNRIs,N06AX02,tryptophan,10898
800237,alanine 9.93 MG/ML / arginine 10.2 MG/ML / aspartate 7 MG/ML / glutamate 7.38 MG/ML / glycine 5 MG/ML / histidine 3 MG/ML / isoleucine 6.6 MG/ML / leucine 10 MG/ML / lysine 10.5 MG/ML / methionine 1.72 MG/ML / phenylalanine 2.98 MG/ML / proline 7.22 MG/ML / serine 5.3 MG/ML / threonine 4 MG/ML / tryptophan 2 MG/ML / tyrosine 2.7 MG/ML / valine 5 MG/ML Injectable Solution,SCD,N06AX,SNRIs,N06AX02,tryptophan,10898
800269,alanine 6.6 MG/ML / arginine 5.07 MG/ML / glycine 6.6 MG/ML / histidine 1.54 MG/ML / isoleucine 7.89 MG/ML / leucine 15.8 MG/ML / lysine 2.65 MG/ML / methionine 2.06 MG/ML / phenylalanine 2.28 MG/ML / proline 4.48 MG/ML / serine 2.21 MG/ML / threonine 2.72 MG/ML / tryptophan 0.88 MG/ML / tyrosine 0.33 MG/ML / valine 7.89 MG/ML Injectable Solution,SCD,N06AX,SNRIs,N06AX02,tryptophan,10898
800341,alanine 6.98 MG/ML / arginine 12.3 MG/ML / aspartate 5.27 MG/ML / glutamate 8.2 MG/ML / glycine 3.85 MG/ML / histidine 3.12 MG/ML / isoleucine 7.6 MG/ML / leucine 12 MG/ML / lysine 6.77 MG/ML / methionine 1.8 MG/ML / phenylalanine 4.27 MG/ML / proline 8.12 MG/ML / serine 4.95 MG/ML / taurine 0.7 MG/ML / threonine 5.12 MG/ML / tryptophan 1.8 MG/ML / tyrosine 0.44 MG/ML / valine 6.73 MG/ML Injectable Solution,SCD,N06AX,SNRIs,N06AX02,tryptophan,10898
800396,alanine 5.7 MG/ML / arginine 3.16 MG/ML / glucose 50 MG/ML / glycine 2.83 MG/ML / histidine 1.32 MG/ML / isoleucine 1.65 MG/ML / leucine 2.01 MG/ML / lysine 1.59 MG/ML / methionine 1.1 MG/ML / phenylalanine 1.54 MG/ML / proline 1.87 MG/ML / serine 1.38 MG/ML / threonine 1.16 MG/ML / tryptophan 0.5 MG/ML / tyrosine 0.11 MG/ML / valine 1.6 MG/ML Injectable Solution,SCD,N06AX,SNRIs,N06AX02,tryptophan,10898
800401,alanine 8.8 MG/ML / arginine 4.89 MG/ML / glucose 100 MG/ML / glycine 4.38 MG/ML / histidine 2.04 MG/ML / isoleucine 2.55 MG/ML / leucine 3.11 MG/ML / lysine 2.47 MG/ML / methionine 1.7 MG/ML / phenylalanine 2.38 MG/ML / proline 2.89 MG/ML / serine 2.13 MG/ML / threonine 1.79 MG/ML / tryptophan 0.77 MG/ML / tyrosine 0.17 MG/ML / valine 2.47 MG/ML Injectable Solution,SCD,N06AX,SNRIs,N06AX02,tryptophan,10898
800416,alanine 8.8 MG/ML / arginine 4.89 MG/ML / glucose 50 MG/ML / glycine 4.38 MG/ML / histidine 2.04 MG/ML / isoleucine 2.55 MG/ML / leucine 3.11 MG/ML / lysine 2.47 MG/ML / methionine 1.7 MG/ML / phenylalanine 2.38 MG/ML / proline 2.89 MG/ML / serine 2.13 MG/ML / threonine 1.79 MG/ML / tryptophan 0.77 MG/ML / tyrosine 0.17 MG/ML / valine 2.47 MG/ML Injectable Solution,SCD,N06AX,SNRIs,N06AX02,tryptophan,10898
800434,alanine 10.4 MG/ML / arginine 5.75 MG/ML / glucose 150 MG/ML / glycine 5.15 MG/ML / histidine 2.4 MG/ML / isoleucine 3 MG/ML / leucine 3.65 MG/ML / lysine 2.9 MG/ML / methionine 2 MG/ML / phenylalanine 2.8 MG/ML / proline 3.4 MG/ML / serine 2.5 MG/ML / threonine 2.1 MG/ML / tryptophan 0.9 MG/ML / tyrosine 0.2 MG/ML / valine 290 MG/ML Injectable Solution,SCD,N06AX,SNRIs,N06AX02,tryptophan,10898
800440,alanine 10.4 MG/ML / arginine 5.75 MG/ML / glucose 200 MG/ML / glycine 5.15 MG/ML / histidine 2.4 MG/ML / isoleucine 3 MG/ML / leucine 3.65 MG/ML / lysine 2.9 MG/ML / methionine 2 MG/ML / phenylalanine 2.8 MG/ML / proline 3.4 MG/ML / serine 2.5 MG/ML / threonine 2.1 MG/ML / tryptophan 0.9 MG/ML / tyrosine 0.2 MG/ML / valine 2.9 MG/ML Injectable Solution,SCD,N06AX,SNRIs,N06AX02,tryptophan,10898
800563,alanine 3.2 MG/ML / arginine 7.3 MG/ML / aspartate 1.9 MG/ML / cysteine 0.2 MG/ML / glutamate 3 MG/ML / glycine 2.2 MG/ML / histidine 2.9 MG/ML / isoleucine 4.9 MG/ML / leucine 8.4 MG/ML / lysine 6.9 MG/ML / methionine 2 MG/ML / phenylalanine 2.9 MG/ML / proline 4.1 MG/ML / serine 2.3 MG/ML / sodium acetate 0.0544 MEQ/ML / sodium chloride 0.003 MEQ/ML / sodium metabisulfite 0.5 MG/ML / taurine 0.15 MG/ML / threonine 2.5 MG/ML / tryptophan 1.2 MG/ML / tyrosine 1.64 MG/ML / valine 4.7 MG/ML Injectable Solution,SCD,N06AX,SNRIs,N06AX02,tryptophan,10898
800584,alanine 21.7 MG/ML / arginine 14.7 MG/ML / aspartate 4.34 MG/ML / glutamate 7.49 MG/ML / glycine 10.4 MG/ML / histidine 8.94 MG/ML / isoleucine 7.49 MG/ML / leucine 10.4 MG/ML / lysine 11.8 MG/ML / methionine 7.49 MG/ML / phenylalanine 10.4 MG/ML / proline 8.94 MG/ML / serine 5.92 MG/ML / threonine 7.49 MG/ML / tryptophan 2.5 MG/ML / tyrosine 0.39 MG/ML / valine 9.6 MG/ML Injectable Solution,SCD,N06AX,SNRIs,N06AX02,tryptophan,10898
800611,alanine 5.4 MG/ML / arginine 12 MG/ML / aspartate 3.2 MG/ML / cysteine 0.24 MG/ML / glutamate 5 MG/ML / glycine 3.6 MG/ML / histidine 4.8 MG/ML / isoleucine 8.2 MG/ML / leucine 1.4 MG/ML / lysine 1.2 MG/ML / methionine 3.4 MG/ML / phenylalanine 4.8 MG/ML / proline 6.8 MG/ML / serine 3.8 MG/ML / sodium acetate 0.097 MEQ/ML / sodium chloride 0.003 MEQ/ML / sodium metabisulfite 0.5 MG/ML / taurine 0.25 MG/ML / threonine 4.2 MG/ML / tryptophan 2 MG/ML / tyrosine 2.84 MG/ML / valine 7.8 MG/ML Injectable Solution,SCD,N06AX,SNRIs,N06AX02,tryptophan,10898
800929,alanine 7.7 MG/ML / arginine 6 MG/ML / cysteine 0.2 MG/ML / glycine 9 MG/ML / histidine 2.4 MG/ML / isoleucine 9 MG/ML / leucine 11 MG/ML / lysine 6.1 MG/ML / methionine 1 MG/ML / phenylalanine 1 MG/ML / phosphoric acid 1.15 MG/ML / proline 8 MG/ML / serine 5 MG/ML / threonine 4.5 MG/ML / tryptophan 0.66 MG/ML / valine 8.4 MG/ML Injectable Solution,SCD,N06AX,SNRIs,N06AX02,tryptophan,10898
800998,alanine 8.8 MG/ML / arginine 4.89 MG/ML / calcium chloride 0.004 MEQ/ML / dibasic potassium phosphate 2.61 MG/ML / glucose 50 MG/ML / glycine 4.38 MG/ML / histidine 2.04 MG/ML / isoleucine 2.55 MG/ML / leucine 3.11 MG/ML / lysine 2.47 MG/ML / magnesium chloride 0.01 MEQ/ML / methionine 1.7 MG/ML / phenylalanine 2.38 MG/ML / proline 2.89 MG/ML / serine 2.13 MG/ML / sodium acetate trihydrate 2.97 MG/ML / sodium chloride 0.013 MEQ/ML / threonine 1.79 MG/ML / tryptophan 0.77 MG/ML / tyrosine 0.17 MG/ML / valine 2.47 MG/ML Injectable Solution,SCD,N06AX,SNRIs,N06AX02,tryptophan,10898
801010,alanine 5.7 MG/ML / arginine 3.16 MG/ML / calcium chloride 0.004 MEQ/ML / dibasic potassium phosphate 2.61 MG/ML / glucose 50 MG/ML / glycine 2.83 MG/ML / histidine 1.32 MG/ML / isoleucine 1.65 MG/ML / leucine 2.01 MG/ML / lysine 1.59 MG/ML / magnesium chloride 0.01 MEQ/ML / methionine 1.1 MG/ML / phenylalanine 1.54 MG/ML / proline 1.87 MG/ML / serine 1.38 MG/ML / sodium acetate trihydrate 2.17 MG/ML / sodium chloride 0.02 MEQ/ML / threonine 1.16 MG/ML / tryptophan 0.5 MG/ML / tyrosine 0.11 MG/ML / valine 1.6 MG/ML Injectable Solution,SCD,N06AX,SNRIs,N06AX02,tryptophan,10898
