"rxcui","in","str","unit"
"858828","enalapril","10","MG"
"858828","hydrochlorothiazide","25","MG"
"858921","enalapril","20","MG"
"858921","hydrochlorothiazide","12.5","MG"
"1435621","enalapril","1","MG"
"833236","enalapril","5","MG"
"858803","enalapril","2.5","MG"
"858809","enalapril","20","MG"
"858816","enalapril","10","MG"
"858820","enalapril","1.25","MG"
"857166","fosinopril","10","MG"
"857166","hydrochlorothiazide","12.5","MG"
"857169","fosinopril","10","MG"
"857174","fosinopril","20","MG"
"857174","hydrochlorothiazide","12.5","MG"
"857183","fosinopril","20","MG"
"857187","fosinopril","40","MG"
"857165","fosinopril","10","MG"
"857173","fosinopril","20","MG"
"857186","fosinopril","40","MG"
"104375","lisinopril","2.5","MG"
"104376","lisinopril","5","MG"
"104377","lisinopril","10","MG"
"104378","lisinopril","20","MG"
"1806890","lisinopril","1","MG"
"206765","lisinopril","10","MG"
"206766","lisinopril","20","MG"
"206771","lisinopril","40","MG"
"213482","lisinopril","30","MG"
"823971","lisinopril","20","MG"
"823971","hydrochlorothiazide","25","MG"
"823982","lisinopril","20","MG"
"823982","hydrochlorothiazide","12.5","MG"
"823986","lisinopril","10","MG"
"823986","hydrochlorothiazide","12.5","MG"
"1806886","lisinopril","1","MG"
"563609","lisinopril","2.5","MG"
"563610","lisinopril","5","MG"
"563611","lisinopril","10","MG"
"563612","lisinopril","20","MG"
"567576","lisinopril","10","MG"
"567577","lisinopril","20","MG"
"567582","lisinopril","40","MG"
"573370","lisinopril","30","MG"
"823969","lisinopril","20","MG"
"823969","hydrochlorothiazide","25","MG"
"823980","lisinopril","20","MG"
"823980","hydrochlorothiazide","12.5","MG"
"823984","lisinopril","10","MG"
"823984","hydrochlorothiazide","12.5","MG"
"1806884","lisinopril","1","MG"
"197884","lisinopril","40","MG"
"197885","lisinopril","10","MG"
"197885","hydrochlorothiazide","12.5","MG"
"197886","lisinopril","20","MG"
"197886","hydrochlorothiazide","12.5","MG"
"197887","lisinopril","20","MG"
"197887","hydrochlorothiazide","25","MG"
"205326","lisinopril","30","MG"
"311353","lisinopril","2.5","MG"
"311354","lisinopril","5","MG"
"314076","lisinopril","10","MG"
"314077","lisinopril","20","MG"
"1806881","lisinopril","1","MG"
"316151","lisinopril","10","MG"
"316152","lisinopril","2.5","MG"
"316153","lisinopril","20","MG"
"316154","lisinopril","30","MG"
"316155","lisinopril","40","MG"
"316156","lisinopril","5","MG"
"1299859","moexipril","15","MG"
"1299859","hydrochlorothiazide","12.5","MG"
"1299871","moexipril","7.5","MG"
"1299871","hydrochlorothiazide","12.5","MG"
"1299890","moexipril","15","MG"
"1299890","hydrochlorothiazide","25","MG"
"1299896","moexipril","15","MG"
"1299897","moexipril","7.5","MG"
"1299858","moexipril","15","MG"
"1299870","moexipril","7.5","MG"
"1600722","amlodipine","10","MG"
"1600722","perindopril","14","MG"
"1600726","amlodipine","2.5","MG"
"1600726","perindopril","3.5","MG"
"1600730","amlodipine","5","MG"
"1600730","perindopril","7","MG"
"854927","perindopril","8","MG"
"854986","perindopril","2","MG"
"854990","perindopril","4","MG"
"1600718","amlodipine","10","MG"
"1600718","perindopril","14","MG"
"1600725","amlodipine","2.5","MG"
"1600725","perindopril","3.5","MG"
"1600729","amlodipine","5","MG"
"1600729","perindopril","7","MG"
"854926","perindopril","8","MG"
"854985","perindopril","2","MG"
"854989","perindopril","4","MG"
"1600716","amlodipine","10","MG"
"1600716","perindopril","14","MG"
"1600724","amlodipine","2.5","MG"
"1600724","perindopril","3.5","MG"
"1600728","amlodipine","5","MG"
"1600728","perindopril","7","MG"
"854925","perindopril","8","MG"
"854984","perindopril","2","MG"
"854988","perindopril","4","MG"
"854993","perindopril","4","MG"
"854993","indapamide","1.25","MG"
"1600712","perindopril","14","MG"
"1600723","perindopril","3.5","MG"
"1600727","perindopril","7","MG"
"854923","perindopril","8","MG"
"854983","perindopril","2","MG"
"854987","perindopril","4","MG"
"207891","quinapril","5","MG"
"207892","quinapril","10","MG"
"207893","quinapril","20","MG"
"207895","quinapril","40","MG"
"809854","quinapril","10","MG"
"809854","hydrochlorothiazide","12.5","MG"
"809858","quinapril","20","MG"
"809858","hydrochlorothiazide","12.5","MG"
"882559","quinapril","20","MG"
"882559","hydrochlorothiazide","25","MG"
"568624","quinapril","5","MG"
"568625","quinapril","10","MG"
"568626","quinapril","20","MG"
"568627","quinapril","40","MG"
"809852","quinapril","10","MG"
"809852","hydrochlorothiazide","12.5","MG"
"809856","quinapril","20","MG"
"809856","hydrochlorothiazide","12.5","MG"
"882557","quinapril","20","MG"
"882557","hydrochlorothiazide","25","MG"
"310796","quinapril","10","MG"
"310796","hydrochlorothiazide","12.5","MG"
"310797","quinapril","20","MG"
"310797","hydrochlorothiazide","12.5","MG"
"310809","quinapril","20","MG"
"310809","hydrochlorothiazide","25","MG"
"312748","quinapril","10","MG"
"312749","quinapril","20","MG"
"312750","quinapril","5","MG"
"314203","quinapril","40","MG"
"316616","quinapril","10","MG"
"316617","quinapril","20","MG"
"316618","quinapril","40","MG"
"316619","quinapril","5","MG"
"104384","ramipril","2.5","MG"
"104385","ramipril","5","MG"
"260333","ramipril","10","MG"
"845489","ramipril","1.25","MG"
"568143","ramipril","1.25","MG"
"568144","ramipril","2.5","MG"
"568145","ramipril","5","MG"
"574127","ramipril","10","MG"
"198188","ramipril","2.5","MG"
"198189","ramipril","5","MG"
"251856","ramipril","2.5","MG"
"251857","ramipril","5","MG"
"261962","ramipril","10","MG"
"389180","ramipril","2.5","MG"
"389180","felodipine","2.5","MG"
"389181","ramipril","5","MG"
"389181","felodipine","5","MG"
"401965","ramipril","1.25","MG"
"401968","ramipril","10","MG"
"845488","ramipril","1.25","MG"
"316626","ramipril","1.25","MG"
"316627","ramipril","10","MG"
"316628","ramipril","2.5","MG"
"317482","ramipril","5","MG"
"199351","trandolapril","2","MG"
"199352","trandolapril","4","MG"
"199353","trandolapril","1","MG"
"199622","trandolapril","0.5","MG"
"199816","trandolapril","1","MG"
"199817","trandolapril","2","MG"
"411434","trandolapril","4","MG"
"411759","verapamil","180","MG"
"411759","trandolapril","2","MG"
"897781","verapamil","240","MG"
"897781","trandolapril","1","MG"
"897783","verapamil","180","MG"
"897783","trandolapril","2","MG"
"897844","verapamil","240","MG"
"897844","trandolapril","2","MG"
"897853","verapamil","240","MG"
"897853","trandolapril","4","MG"
"316847","trandolapril","2","MG"
"316848","trandolapril","4","MG"
"317522","trandolapril","1","MG"
"333397","trandolapril","0.5","MG"
"577785","candesartan","4","MG"
"577787","candesartan","8","MG"
"639539","candesartan","16","MG"
"639543","candesartan","32","MG"
"805855","candesartan","32","MG"
"805855","hydrochlorothiazide","25","MG"
"805859","candesartan","32","MG"
"805859","hydrochlorothiazide","12.5","MG"
"805863","candesartan","16","MG"
"805863","hydrochlorothiazide","12.5","MG"
"577782","candesartan","32","MG"
"577784","candesartan","4","MG"
"577786","candesartan","8","MG"
"639538","candesartan","16","MG"
"805853","candesartan","32","MG"
"805853","hydrochlorothiazide","25","MG"
"805857","candesartan","32","MG"
"805857","hydrochlorothiazide","12.5","MG"
"805861","candesartan","16","MG"
"805861","hydrochlorothiazide","12.5","MG"
"153822","candesartan","4","MG"
"153823","candesartan","8","MG"
"577776","candesartan","16","MG"
"578325","candesartan","16","MG"
"578325","hydrochlorothiazide","12.5","MG"
"578330","candesartan","32","MG"
"578330","hydrochlorothiazide","12.5","MG"
"639536","candesartan","2","MG"
"639537","candesartan","32","MG"
"802749","candesartan","32","MG"
"802749","hydrochlorothiazide","25","MG"
"540781","candesartan","4","MG"
"540788","candesartan","8","MG"
"577775","candesartan","16","MG"
"577780","candesartan","32","MG"
"639535","candesartan","2","MG"
"310139","eprosartan","400","MG"
"310140","eprosartan","600","MG"
"351292","hydrochlorothiazide","12.5","MG"
"351292","eprosartan","600","MG"
"351293","hydrochlorothiazide","25","MG"
"351293","eprosartan","600","MG"
"389185","eprosartan","300","MG"
"330329","eprosartan","400","MG"
"330330","eprosartan","600","MG"
"393447","eprosartan","300","MG"
"153665","irbesartan","75","MG"
"153666","irbesartan","150","MG"
"153667","irbesartan","300","MG"
"823934","hydrochlorothiazide","12.5","MG"
"823934","irbesartan","150","MG"
"823938","hydrochlorothiazide","12.5","MG"
"823938","irbesartan","300","MG"
"565354","irbesartan","75","MG"
"565355","irbesartan","150","MG"
"565356","irbesartan","300","MG"
"823932","hydrochlorothiazide","12.5","MG"
"823932","irbesartan","150","MG"
"823936","hydrochlorothiazide","12.5","MG"
"823936","irbesartan","300","MG"
"200094","irbesartan","75","MG"
"200095","irbesartan","150","MG"
"200096","irbesartan","300","MG"
"310792","hydrochlorothiazide","12.5","MG"
"310792","irbesartan","150","MG"
"310793","hydrochlorothiazide","12.5","MG"
"310793","irbesartan","300","MG"
"485471","hydrochlorothiazide","25","MG"
"485471","irbesartan","300","MG"
"316098","irbesartan","150","MG"
"316099","irbesartan","300","MG"
"316100","irbesartan","75","MG"
"2709046","losartan","10","MG"
"979466","losartan","100","MG"
"979466","hydrochlorothiazide","12.5","MG"
"979470","losartan","50","MG"
"979470","hydrochlorothiazide","12.5","MG"
"979473","losartan","100","MG"
"979473","hydrochlorothiazide","25","MG"
"979482","losartan","100","MG"
"979487","losartan","25","MG"
"979494","losartan","50","MG"
"2709041","losartan","10","MG"
"979465","losartan","100","MG"
"979465","hydrochlorothiazide","12.5","MG"
"979469","losartan","50","MG"
"979469","hydrochlorothiazide","12.5","MG"
"979472","losartan","100","MG"
"979472","hydrochlorothiazide","25","MG"
"979481","losartan","100","MG"
"979486","losartan","25","MG"
"979493","losartan","50","MG"
"2709039","losartan","10","MG"
"979464","losartan","100","MG"
"979464","hydrochlorothiazide","12.5","MG"
"979468","losartan","50","MG"
"979468","hydrochlorothiazide","12.5","MG"
"979471","losartan","100","MG"
"979471","hydrochlorothiazide","25","MG"
"979480","losartan","100","MG"
"979485","losartan","25","MG"
"979492","losartan","50","MG"
"2709034","losartan","10","MG"
"979463","losartan","100","MG"
"979467","losartan","50","MG"
"979484","losartan","25","MG"
"1000000","amlodipine","5","MG"
"1000000","olmesartan","40","MG"
"1000000","hydrochlorothiazide","12.5","MG"
"1000005","amlodipine","5","MG"
"1000005","olmesartan","40","MG"
"1000005","hydrochlorothiazide","25","MG"
"352199","olmesartan","5","MG"
"352200","olmesartan","20","MG"
"352201","olmesartan","40","MG"
"744624","amlodipine","10","MG"
"744624","olmesartan","20","MG"
"744628","amlodipine","10","MG"
"744628","olmesartan","40","MG"
"744632","amlodipine","5","MG"
"744632","olmesartan","20","MG"
"744636","amlodipine","5","MG"
"744636","olmesartan","40","MG"
"847042","olmesartan","40","MG"
"847042","hydrochlorothiazide","25","MG"
"847055","olmesartan","40","MG"
"847055","hydrochlorothiazide","12.5","MG"
"847060","olmesartan","20","MG"
"847060","hydrochlorothiazide","12.5","MG"
"999971","amlodipine","5","MG"
"999971","olmesartan","20","MG"
"999971","hydrochlorothiazide","12.5","MG"
"999990","amlodipine","10","MG"
"999990","olmesartan","40","MG"
"999990","hydrochlorothiazide","12.5","MG"
"999995","amlodipine","10","MG"
"999995","olmesartan","40","MG"
"999995","hydrochlorothiazide","25","MG"
"1000003","amlodipine","5","MG"
"1000003","olmesartan","40","MG"
"1000003","hydrochlorothiazide","25","MG"
"575926","olmesartan","5","MG"
"575927","olmesartan","20","MG"
"575928","olmesartan","40","MG"
"744622","amlodipine","10","MG"
"744622","olmesartan","20","MG"
"744626","amlodipine","10","MG"
"744626","olmesartan","40","MG"
"744630","amlodipine","5","MG"
"744630","olmesartan","20","MG"
"744634","amlodipine","5","MG"
"744634","olmesartan","40","MG"
"847040","olmesartan","40","MG"
"847040","hydrochlorothiazide","25","MG"
"847053","olmesartan","40","MG"
"847053","hydrochlorothiazide","12.5","MG"
"847058","olmesartan","20","MG"
"847058","hydrochlorothiazide","12.5","MG"
"999969","amlodipine","5","MG"
"999969","olmesartan","20","MG"
"999969","hydrochlorothiazide","12.5","MG"
"999988","amlodipine","10","MG"
"999988","olmesartan","40","MG"
"999988","hydrochlorothiazide","12.5","MG"
"999993","amlodipine","10","MG"
"999993","olmesartan","40","MG"
"999993","hydrochlorothiazide","25","MG"
"999998","amlodipine","5","MG"
"999998","olmesartan","40","MG"
"999998","hydrochlorothiazide","12.5","MG"
"1000001","amlodipine","5","MG"
"1000001","olmesartan","40","MG"
"1000001","hydrochlorothiazide","25","MG"
"349373","olmesartan","5","MG"
"349401","olmesartan","20","MG"
"349405","olmesartan","40","MG"
"401971","olmesartan","10","MG"
"403853","olmesartan","20","MG"
"403853","hydrochlorothiazide","12.5","MG"
"403854","olmesartan","40","MG"
"403854","hydrochlorothiazide","12.5","MG"
"403855","olmesartan","40","MG"
"403855","hydrochlorothiazide","25","MG"
"730861","amlodipine","10","MG"
"730861","olmesartan","20","MG"
"730866","amlodipine","10","MG"
"730866","olmesartan","40","MG"
"730869","amlodipine","5","MG"
"730869","olmesartan","20","MG"
"730872","amlodipine","5","MG"
"730872","olmesartan","40","MG"
"999967","amlodipine","5","MG"
"999967","olmesartan","20","MG"
"999967","hydrochlorothiazide","12.5","MG"
"999986","amlodipine","10","MG"
"999986","olmesartan","40","MG"
"999986","hydrochlorothiazide","12.5","MG"
"999991","amlodipine","10","MG"
"999991","olmesartan","40","MG"
"999991","hydrochlorothiazide","25","MG"
"999996","amlodipine","5","MG"
"999996","olmesartan","40","MG"
"999996","hydrochlorothiazide","12.5","MG"
"358775","olmesartan","20","MG"
"359114","olmesartan","40","MG"
"359115","olmesartan","5","MG"
"402407","olmesartan","10","MG"
"2057158","telmisartan","10","MG"
"213431","telmisartan","40","MG"
"213432","telmisartan","80","MG"
"284531","telmisartan","20","MG"
"749833","hydrochlorothiazide","12.5","MG"
"749833","telmisartan","40","MG"
"749837","hydrochlorothiazide","12.5","MG"
"749837","telmisartan","80","MG"
"749841","hydrochlorothiazide","25","MG"
"749841","telmisartan","80","MG"
"876518","amlodipine","10","MG"
"876518","telmisartan","40","MG"
"876523","amlodipine","10","MG"
"876523","telmisartan","80","MG"
"876528","amlodipine","5","MG"
"876528","telmisartan","40","MG"
"876533","amlodipine","5","MG"
"876533","telmisartan","80","MG"
"2057154","telmisartan","10","MG"
"573320","telmisartan","40","MG"
"573321","telmisartan","80","MG"
"574959","telmisartan","20","MG"
"749831","hydrochlorothiazide","12.5","MG"
"749831","telmisartan","40","MG"
"749835","hydrochlorothiazide","12.5","MG"
"749835","telmisartan","80","MG"
"749839","hydrochlorothiazide","25","MG"
"749839","telmisartan","80","MG"
"876516","amlodipine","10","MG"
"876516","telmisartan","40","MG"
"876521","amlodipine","10","MG"
"876521","telmisartan","80","MG"
"876526","amlodipine","5","MG"
"876526","telmisartan","40","MG"
"876531","amlodipine","5","MG"
"876531","telmisartan","80","MG"
"205304","telmisartan","40","MG"
"205305","telmisartan","80","MG"
"2057152","telmisartan","10","MG"
"282755","telmisartan","20","MG"
"283316","hydrochlorothiazide","12.5","MG"
"283316","telmisartan","40","MG"
"283317","hydrochlorothiazide","12.5","MG"
"283317","telmisartan","80","MG"
"477130","hydrochlorothiazide","25","MG"
"477130","telmisartan","80","MG"
"876514","amlodipine","10","MG"
"876514","telmisartan","40","MG"
"876519","amlodipine","10","MG"
"876519","telmisartan","80","MG"
"876524","amlodipine","5","MG"
"876524","telmisartan","40","MG"
"876529","amlodipine","5","MG"
"876529","telmisartan","80","MG"
"2057149","telmisartan","10","MG"
"316764","telmisartan","40","MG"
"316765","telmisartan","80","MG"
"331555","telmisartan","20","MG"
"1091650","azilsartan","40","MG"
"1091654","azilsartan","80","MG"
"1235150","azilsartan","40","MG"
"1235150","chlorthalidone","12.5","MG"
"1235157","azilsartan","40","MG"
"1235157","chlorthalidone","25","MG"
"1091648","azilsartan","40","MG"
"1091653","azilsartan","80","MG"
"1235146","azilsartan","40","MG"
"1235146","chlorthalidone","12.5","MG"
"1235153","azilsartan","40","MG"
"1235153","chlorthalidone","25","MG"
"1091646","azilsartan","40","MG"
"1091652","azilsartan","80","MG"
"1235144","azilsartan","40","MG"
"1235144","chlorthalidone","12.5","MG"
"1235151","azilsartan","40","MG"
"1235151","chlorthalidone","25","MG"
"1091644","azilsartan","40","MG"
"1091651","azilsartan","80","MG"
"1656346","sacubitril","24","MG"
"1656346","valsartan","26","MG"
"1656351","sacubitril","49","MG"
"1656351","valsartan","51","MG"
"1656356","sacubitril","97","MG"
"1656356","valsartan","103","MG"
"1798287","nebivolol","5","MG"
"1798287","valsartan","80","MG"
"2679797","sacubitril","15","MG"
"2679797","valsartan","16","MG"
"2679802","sacubitril","6","MG"
"2679802","valsartan","6","MG"
"351761","valsartan","80","MG"
"351762","valsartan","160","MG"
"352001","valsartan","320","MG"
"352274","valsartan","40","MG"
"724879","amlodipine","10","MG"
"724879","valsartan","160","MG"
"724887","amlodipine","10","MG"
"724887","valsartan","320","MG"
"724891","amlodipine","5","MG"
"724891","valsartan","160","MG"
"724895","amlodipine","5","MG"
"724895","valsartan","320","MG"
"809014","hydrochlorothiazide","12.5","MG"
"809014","valsartan","80","MG"
"809018","hydrochlorothiazide","12.5","MG"
"809018","valsartan","160","MG"
"809022","hydrochlorothiazide","25","MG"
"809022","valsartan","160","MG"
"809026","hydrochlorothiazide","12.5","MG"
"809026","valsartan","320","MG"
"809030","hydrochlorothiazide","25","MG"
"809030","valsartan","320","MG"
"848134","amlodipine","10","MG"
"848134","hydrochlorothiazide","12.5","MG"
"848134","valsartan","160","MG"
"848139","amlodipine","10","MG"
"848139","hydrochlorothiazide","25","MG"
"848139","valsartan","320","MG"
"848144","amlodipine","5","MG"
"848144","hydrochlorothiazide","12.5","MG"
"848144","valsartan","160","MG"
"848149","amlodipine","5","MG"
"848149","hydrochlorothiazide","25","MG"
"848149","valsartan","160","MG"
"848155","amlodipine","10","MG"
"848155","hydrochlorothiazide","25","MG"
"848155","valsartan","160","MG"
"1656342","sacubitril","24","MG"
"1656342","valsartan","26","MG"
"1656350","sacubitril","49","MG"
"1656350","valsartan","51","MG"
"1656355","sacubitril","97","MG"
"1656355","valsartan","103","MG"
"1798283","nebivolol","5","MG"
"1798283","valsartan","80","MG"
"2679794","sacubitril","15","MG"
"2679794","valsartan","16","MG"
"2679801","sacubitril","6","MG"
"2679801","valsartan","6","MG"
"565165","valsartan","40","MG"
"565166","valsartan","80","MG"
"565167","valsartan","160","MG"
"575745","valsartan","320","MG"
"724877","amlodipine","10","MG"
"724877","valsartan","160","MG"
"724885","amlodipine","10","MG"
"724885","valsartan","320","MG"
"724889","amlodipine","5","MG"
"724889","valsartan","160","MG"
"724893","amlodipine","5","MG"
"724893","valsartan","320","MG"
"809012","hydrochlorothiazide","12.5","MG"
"809012","valsartan","80","MG"
"809016","hydrochlorothiazide","12.5","MG"
"809016","valsartan","160","MG"
"809020","hydrochlorothiazide","25","MG"
"809020","valsartan","160","MG"
"809024","hydrochlorothiazide","12.5","MG"
"809024","valsartan","320","MG"
"809028","hydrochlorothiazide","25","MG"
"809028","valsartan","320","MG"
"848132","amlodipine","10","MG"
"848132","hydrochlorothiazide","12.5","MG"
"848132","valsartan","160","MG"
"848137","amlodipine","10","MG"
"848137","hydrochlorothiazide","25","MG"
"848137","valsartan","320","MG"
"848142","amlodipine","5","MG"
"848142","hydrochlorothiazide","12.5","MG"
"848142","valsartan","160","MG"
"848147","amlodipine","5","MG"
"848147","hydrochlorothiazide","25","MG"
"848147","valsartan","160","MG"
"848153","amlodipine","10","MG"
"848153","hydrochlorothiazide","25","MG"
"848153","valsartan","160","MG"
"1011718","aliskiren","150","MG"
"1011718","valsartan","160","MG"
"1011729","aliskiren","300","MG"
"1011729","valsartan","320","MG"
"153077","valsartan","40","MG"
"1656340","sacubitril","24","MG"
"1656340","valsartan","26","MG"
"1656349","sacubitril","49","MG"
"1656349","valsartan","51","MG"
"1656354","sacubitril","97","MG"
"1656354","valsartan","103","MG"
"1798281","nebivolol","5","MG"
"1798281","valsartan","80","MG"
"1996254","valsartan","4","MG"
"199850","valsartan","80","MG"
"199919","valsartan","160","MG"
"200284","hydrochlorothiazide","12.5","MG"
"200284","valsartan","80","MG"
"200285","hydrochlorothiazide","12.5","MG"
"200285","valsartan","160","MG"
"2679793","sacubitril","15","MG"
"2679793","valsartan","16","MG"
"2679800","sacubitril","6","MG"
"2679800","valsartan","6","MG"
"349199","valsartan","80","MG"
"349200","valsartan","320","MG"
"349201","valsartan","160","MG"
"349353","hydrochlorothiazide","25","MG"
"349353","valsartan","160","MG"
"349483","valsartan","40","MG"
"636042","hydrochlorothiazide","12.5","MG"
"636042","valsartan","320","MG"
"636045","hydrochlorothiazide","25","MG"
"636045","valsartan","320","MG"
"722126","amlodipine","10","MG"
"722126","valsartan","160","MG"
"722131","amlodipine","10","MG"
"722131","valsartan","320","MG"
"722134","amlodipine","5","MG"
"722134","valsartan","160","MG"
"722137","amlodipine","5","MG"
"722137","valsartan","320","MG"
"848131","amlodipine","10","MG"
"848131","hydrochlorothiazide","12.5","MG"
"848131","valsartan","160","MG"
"848135","amlodipine","10","MG"
"848135","hydrochlorothiazide","25","MG"
"848135","valsartan","320","MG"
"848140","amlodipine","5","MG"
"848140","hydrochlorothiazide","12.5","MG"
"848140","valsartan","160","MG"
"848145","amlodipine","5","MG"
"848145","hydrochlorothiazide","25","MG"
"848145","valsartan","160","MG"
"848151","amlodipine","10","MG"
"848151","hydrochlorothiazide","25","MG"
"848151","valsartan","160","MG"
"1656335","valsartan","26","MG"
"1656348","valsartan","51","MG"
"1656353","valsartan","103","MG"
"1996251","valsartan","4","MG"
"2679790","valsartan","16","MG"
"2679799","valsartan","6","MG"
"316881","valsartan","160","MG"
"316882","valsartan","80","MG"
"335831","valsartan","40","MG"
"350561","valsartan","320","MG"
"1091623","diltiazem","420","MG"
"1091629","diltiazem","240","MG"
"1091632","diltiazem","180","MG"
"1091635","diltiazem","300","MG"
"1091638","diltiazem","360","MG"
"1988308","diltiazem","120","MG"
"1988311","diltiazem","180","MG"
"1988316","diltiazem","240","MG"
"1988319","diltiazem","300","MG"
"1988324","diltiazem","360","MG"
"1988330","diltiazem","420","MG"
"830798","diltiazem","360","MG"
"830803","diltiazem","300","MG"
"830839","diltiazem","240","MG"
"830847","diltiazem","180","MG"
"830863","diltiazem","120","MG"
"830876","diltiazem","120","MG"
"830878","diltiazem","180","MG"
"830880","diltiazem","240","MG"
"830883","diltiazem","300","MG"
"830898","diltiazem","360","MG"
"830902","diltiazem","420","MG"
"831055","diltiazem","120","MG"
"831193","diltiazem","120","MG"
"831196","diltiazem","120","MG"
"831215","diltiazem","120","MG"
"831226","diltiazem","120","MG"
"831244","diltiazem","180","MG"
"831248","diltiazem","180","MG"
"831252","diltiazem","180","MG"
"831255","diltiazem","180","MG"
"831285","diltiazem","240","MG"
"831296","diltiazem","240","MG"
"831300","diltiazem","240","MG"
"831309","diltiazem","240","MG"
"831323","diltiazem","300","MG"
"831325","diltiazem","300","MG"
"831338","diltiazem","300","MG"
"831347","diltiazem","360","MG"
"831349","diltiazem","360","MG"
"831360","diltiazem","420","MG"
"833219","diltiazem","30","MG"
"833704","diltiazem","240","MG"
"833705","diltiazem","300","MG"
"834393","diltiazem","60","MG"
"848524","diltiazem","120","MG"
"1091621","diltiazem","420","MG"
"1091628","diltiazem","240","MG"
"1091631","diltiazem","180","MG"
"1091634","diltiazem","300","MG"
"1091637","diltiazem","360","MG"
"1988304","diltiazem","120","MG"
"1988310","diltiazem","180","MG"
"1988315","diltiazem","240","MG"
"1988318","diltiazem","300","MG"
"1988323","diltiazem","360","MG"
"1988329","diltiazem","420","MG"
"830796","diltiazem","360","MG"
"830802","diltiazem","300","MG"
"830838","diltiazem","240","MG"
"830846","diltiazem","180","MG"
"830862","diltiazem","120","MG"
"830866","diltiazem","60","MG"
"830901","diltiazem","420","MG"
"831171","diltiazem","120","MG"
"831192","diltiazem","120","MG"
"831195","diltiazem","120","MG"
"831214","diltiazem","120","MG"
"831225","diltiazem","120","MG"
"831241","diltiazem","180","MG"
"831243","diltiazem","180","MG"
"831247","diltiazem","180","MG"
"831251","diltiazem","180","MG"
"831281","diltiazem","240","MG"
"831284","diltiazem","240","MG"
"831287","diltiazem","240","MG"
"831295","diltiazem","240","MG"
"831299","diltiazem","240","MG"
"831318","diltiazem","300","MG"
"831320","diltiazem","300","MG"
"831322","diltiazem","300","MG"
"831324","diltiazem","300","MG"
"831346","diltiazem","360","MG"
"831348","diltiazem","360","MG"
"831356","diltiazem","420","MG"
"833218","diltiazem","30","MG"
"1791229","diltiazem","5","MG"
"1791232","diltiazem","5","MG"
"1791233","diltiazem","5","MG"
"1791240","diltiazem","100","MG"
"2586036","diltiazem","1","MG"
"2709225","diltiazem","1","MG"
"830795","diltiazem","360","MG"
"830801","diltiazem","300","MG"
"830837","diltiazem","240","MG"
"830845","diltiazem","180","MG"
"830861","diltiazem","120","MG"
"830865","diltiazem","60","MG"
"830869","diltiazem","90","MG"
"830872","diltiazem","120","MG"
"830874","diltiazem","120","MG"
"830877","diltiazem","180","MG"
"830879","diltiazem","240","MG"
"830882","diltiazem","300","MG"
"830897","diltiazem","360","MG"
"830900","diltiazem","420","MG"
"831012","diltiazem","60","MG"
"831054","diltiazem","120","MG"
"831102","diltiazem","90","MG"
"831103","diltiazem","60","MG"
"831359","diltiazem","420","MG"
"833217","diltiazem","30","MG"
"833237","diltiazem","180","MG"
"833237","enalapril","5","MG"
"833707","diltiazem","60","MG"
"849860","diltiazem","240","MG"
"2586033","diltiazem","1","MG"
"830794","diltiazem","360","MG"
"830800","diltiazem","300","MG"
"830836","diltiazem","240","MG"
"830844","diltiazem","180","MG"
"830860","diltiazem","120","MG"
"830864","diltiazem","60","MG"
"830868","diltiazem","90","MG"
"830899","diltiazem","420","MG"
"833194","diltiazem","5","MG"
"833216","diltiazem","30","MG"
"833715","diltiazem","200","MG"
"849859","diltiazem","240","MG"
"849867","diltiazem","100","MG"
"897586","verapamil","100","MG"
"897592","verapamil","200","MG"
"897598","verapamil","300","MG"
"897614","verapamil","120","MG"
"897620","verapamil","180","MG"
"897626","verapamil","240","MG"
"897632","verapamil","360","MG"
"897661","verapamil","120","MG"
"897676","verapamil","180","MG"
"897680","verapamil","240","MG"
"897685","verapamil","80","MG"
"897693","verapamil","120","MG"
"897700","verapamil","180","MG"
"897714","verapamil","240","MG"
"897585","verapamil","100","MG"
"897591","verapamil","200","MG"
"897597","verapamil","300","MG"
"897613","verapamil","120","MG"
"897619","verapamil","180","MG"
"897625","verapamil","240","MG"
"897631","verapamil","360","MG"
"897660","verapamil","120","MG"
"897675","verapamil","180","MG"
"897679","verapamil","240","MG"
"897684","verapamil","80","MG"
"897692","verapamil","120","MG"
"897699","verapamil","180","MG"
"897713","verapamil","240","MG"
"1665057","verapamil","2.5","MG"
"1665061","verapamil","2.5","MG"
"411759","verapamil","180","MG"
"411759","trandolapril","2","MG"
"897584","verapamil","100","MG"
"897590","verapamil","200","MG"
"897596","verapamil","300","MG"
"897612","verapamil","120","MG"
"897618","verapamil","180","MG"
"897624","verapamil","240","MG"
"897630","verapamil","360","MG"
"897640","verapamil","180","MG"
"897649","verapamil","240","MG"
"897659","verapamil","120","MG"
"897666","verapamil","120","MG"
"897683","verapamil","80","MG"
"897722","verapamil","40","MG"
"897781","verapamil","240","MG"
"897781","trandolapril","1","MG"
"897783","verapamil","180","MG"
"897783","trandolapril","2","MG"
"897844","verapamil","240","MG"
"897844","trandolapril","2","MG"
"897853","verapamil","240","MG"
"897853","trandolapril","4","MG"
"898316","verapamil","2.5","MG"
"898340","verapamil","180","MG"
"901438","verapamil","160","MG"
"901446","verapamil","240","MG"
"901450","verapamil","8","MG"
"897583","verapamil","100","MG"
