CLS,SUBCLS,IN,RXCUI,NAME,TTY
antilipidemic,Monoclonal Antibodies,evinacumab,2478649,evinacumab-dgnb 150 MG/ML [Evkeeza],SBDC
antilipidemic,Monoclonal Antibodies,evinacumab,2478464,evinacumab Injection [Evkeeza],SBDF
antilipidemic,Monoclonal Antibodies,evinacumab,2478465,Evkeeza Injectable Product,SBDG
antilipidemic,Monoclonal Antibodies,evinacumab,2478648,2.3 ML evinacumab-dgnb 150 MG/ML Injection,SCD
antilipidemic,Monoclonal Antibodies,evinacumab,2478731,8 ML evinacumab-dgnb 150 MG/ML Injection,SCD
antilipidemic,Monoclonal Antibodies,evinacumab,2478647,evinacumab-dgnb 150 MG/ML,SCDC
antilipidemic,Monoclonal Antibodies,evinacumab,2478460,evinacumab Injection,SCDF
antilipidemic,Monoclonal Antibodies,evinacumab,2478459,evinacumab Injectable Product,SCDG
antidiabetic,Alpha-glucosidase inhibitors,miglitol,30009,miglitol,IN
antidiabetic,Alpha-glucosidase inhibitors,miglitol,205329,miglitol 25 MG Oral Tablet,SCD
antidiabetic,Alpha-glucosidase inhibitors,miglitol,205330,miglitol 50 MG Oral Tablet,SCD
antidiabetic,Alpha-glucosidase inhibitors,miglitol,205331,miglitol 100 MG Oral Tablet,SCD
antidiabetic,Alpha-glucosidase inhibitors,miglitol,316304,miglitol 100 MG,SCDC
antidiabetic,Alpha-glucosidase inhibitors,miglitol,316305,miglitol 25 MG,SCDC
antidiabetic,Alpha-glucosidase inhibitors,miglitol,316306,miglitol 50 MG,SCDC
antidiabetic,Alpha-glucosidase inhibitors,miglitol,372926,miglitol Oral Tablet,SCDF
antidiabetic,Alpha-glucosidase inhibitors,miglitol,1157268,miglitol Oral Product,SCDG
antidiabetic,Alpha-glucosidase inhibitors,miglitol,1157269,miglitol Pill,SCDG
antidiabetic,Alpha-glucosidase inhibitors,acarbose,16681,acarbose,IN
antidiabetic,Alpha-glucosidase inhibitors,acarbose,209247,acarbose 50 MG Oral Tablet [Precose],SBD
antidiabetic,Alpha-glucosidase inhibitors,acarbose,209248,acarbose 100 MG Oral Tablet [Precose],SBD
antidiabetic,Alpha-glucosidase inhibitors,acarbose,213170,acarbose 25 MG Oral Tablet [Precose],SBD
antidiabetic,Alpha-glucosidase inhibitors,acarbose,569871,acarbose 50 MG [Precose],SBDC
antidiabetic,Alpha-glucosidase inhibitors,acarbose,569872,acarbose 100 MG [Precose],SBDC
antidiabetic,Alpha-glucosidase inhibitors,acarbose,573095,acarbose 25 MG [Precose],SBDC
antidiabetic,Alpha-glucosidase inhibitors,acarbose,368300,acarbose Oral Tablet [Precose],SBDF
antidiabetic,Alpha-glucosidase inhibitors,acarbose,1185237,Precose Oral Product,SBDG
antidiabetic,Alpha-glucosidase inhibitors,acarbose,1185238,Precose Pill,SBDG
antidiabetic,Alpha-glucosidase inhibitors,acarbose,199149,acarbose 50 MG Oral Tablet,SCD
antidiabetic,Alpha-glucosidase inhibitors,acarbose,199150,acarbose 100 MG Oral Tablet,SCD
antidiabetic,Alpha-glucosidase inhibitors,acarbose,200132,acarbose 25 MG Oral Tablet,SCD
antidiabetic,Alpha-glucosidase inhibitors,acarbose,315246,acarbose 100 MG,SCDC
antidiabetic,Alpha-glucosidase inhibitors,acarbose,315247,acarbose 25 MG,SCDC
antidiabetic,Alpha-glucosidase inhibitors,acarbose,315248,acarbose 50 MG,SCDC
antidiabetic,Alpha-glucosidase inhibitors,acarbose,370504,acarbose Oral Tablet,SCDF
antidiabetic,Alpha-glucosidase inhibitors,acarbose,1153649,acarbose Oral Product,SCDG
antidiabetic,Alpha-glucosidase inhibitors,acarbose,1153650,acarbose Pill,SCDG
antidiabetic,Amylin analogs,pramlintide,139953,pramlintide,IN
antidiabetic,Amylin analogs,pramlintide,356773,pramlintide acetate,PIN
antidiabetic,Amylin analogs,pramlintide,861043,2.7 ML pramlintide acetate 1 MG/ML Pen Injector [Symlin],SBD
antidiabetic,Amylin analogs,pramlintide,861045,1.5 ML pramlintide acetate 1 MG/ML Pen Injector [Symlin],SBD
antidiabetic,Amylin analogs,pramlintide,861036,pramlintide acetate 1 MG/ML [Symlin],SBDC
antidiabetic,Amylin analogs,pramlintide,1657565,pramlintide Pen Injector [Symlin],SBDF
antidiabetic,Amylin analogs,pramlintide,1185508,Symlin Injectable Product,SBDG
antidiabetic,Amylin analogs,pramlintide,861039,pramlintide acetate 0.6 MG/ML Injectable Solution,SCD
antidiabetic,Amylin analogs,pramlintide,861042,2.7 ML pramlintide acetate 1 MG/ML Pen Injector,SCD
antidiabetic,Amylin analogs,pramlintide,861044,1.5 ML pramlintide acetate 1 MG/ML Pen Injector,SCD
antidiabetic,Amylin analogs,pramlintide,861034,pramlintide acetate 1 MG/ML,SCDC
antidiabetic,Amylin analogs,pramlintide,861038,pramlintide acetate 0.6 MG/ML,SCDC
antidiabetic,Amylin analogs,pramlintide,1657563,pramlintide Pen Injector,SCDF
antidiabetic,Amylin analogs,pramlintide,486505,pramlintide Injectable Solution,SCDF
antidiabetic,Amylin analogs,pramlintide,1161690,pramlintide Injectable Product,SCDG
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,593411,sitagliptin,IN
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,1189803,simvastatin / sitagliptin,MIN
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,1992825,ertugliflozin / sitagliptin,MIN
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,729717,metformin / sitagliptin,MIN
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,621590,sitagliptin phosphate,PIN
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,1243833,24 HR metformin hydrochloride 1000 MG / sitagliptin 100 MG Extended Release Oral Tablet [Janumet],SBD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,1243843,24 HR metformin hydrochloride 1000 MG / sitagliptin 50 MG Extended Release Oral Tablet [Janumet],SBD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,1243848,24 HR metformin hydrochloride 500 MG / sitagliptin 50 MG Extended Release Oral Tablet [Janumet],SBD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,1992832,ertugliflozin 15 MG / sitagliptin 100 MG Oral Tablet [Steglujan],SBD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,1992837,ertugliflozin 5 MG / sitagliptin 100 MG Oral Tablet [Steglujan],SBD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,2670447,sitagliptin 100 MG Oral Tablet [Zituvio],SBD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,2670449,sitagliptin 25 MG Oral Tablet [Zituvio],SBD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,2670451,sitagliptin 50 MG Oral Tablet [Zituvio],SBD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,2677162,metformin hydrochloride 1000 MG / sitagliptin 50 MG Oral Tablet [Zituvimet],SBD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,2677164,metformin hydrochloride 500 MG / sitagliptin 50 MG Oral Tablet [Zituvimet],SBD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,665036,sitagliptin 100 MG Oral Tablet [Januvia],SBD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,665040,sitagliptin 25 MG Oral Tablet [Januvia],SBD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,665044,sitagliptin 50 MG Oral Tablet [Januvia],SBD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,861771,metformin hydrochloride 1000 MG / sitagliptin 50 MG Oral Tablet [Janumet],SBD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,861821,metformin hydrochloride 500 MG / sitagliptin 50 MG Oral Tablet [Janumet],SBD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,1243829,metformin hydrochloride 1000 MG / sitagliptin 100 MG [Janumet],SBDC
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,1992828,ertugliflozin 15 MG / sitagliptin 100 MG [Steglujan],SBDC
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,1992836,ertugliflozin 5 MG / sitagliptin 100 MG [Steglujan],SBDC
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,2670443,sitagliptin 100 MG [Zituvio],SBDC
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,2670448,sitagliptin 25 MG [Zituvio],SBDC
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,2670450,sitagliptin 50 MG [Zituvio],SBDC
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,2677157,metformin hydrochloride 1000 MG / sitagliptin 50 MG [Zituvimet],SBDC
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,2677163,metformin hydrochloride 500 MG / sitagliptin 50 MG [Zituvimet],SBDC
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,665034,sitagliptin 100 MG [Januvia],SBDC
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,665039,sitagliptin 25 MG [Januvia],SBDC
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,665043,sitagliptin 50 MG [Januvia],SBDC
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,861770,metformin hydrochloride 1000 MG / sitagliptin 50 MG [Janumet],SBDC
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,861820,metformin hydrochloride 500 MG / sitagliptin 50 MG [Janumet],SBDC
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,1243839,metformin / sitagliptin Extended Release Oral Tablet [Janumet],SBDF
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,1992829,ertugliflozin / sitagliptin Oral Tablet [Steglujan],SBDF
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,2670446,sitagliptin Oral Tablet [Zituvio],SBDF
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,2677160,metformin / sitagliptin Oral Tablet [Zituvimet],SBDF
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,665035,sitagliptin Oral Tablet [Januvia],SBDF
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,757603,metformin / sitagliptin Oral Tablet [Janumet],SBDF
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,1167810,Janumet Oral Product,SBDG
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,1167811,Janumet Pill,SBDG
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,1167814,Januvia Oral Product,SBDG
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,1167815,Januvia Pill,SBDG
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,1992830,Steglujan Oral Product,SBDG
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,1992831,Steglujan Pill,SBDG
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,2670444,Zituvio Oral Product,SBDG
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,2670445,Zituvio Pill,SBDG
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,2677158,Zituvimet Oral Product,SBDG
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,2677159,Zituvimet Pill,SBDG
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,1243827,24 HR metformin hydrochloride 1000 MG / sitagliptin 100 MG Extended Release Oral Tablet,SCD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,1243842,24 HR metformin hydrochloride 1000 MG / sitagliptin 50 MG Extended Release Oral Tablet,SCD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,1243846,24 HR metformin hydrochloride 500 MG / sitagliptin 50 MG Extended Release Oral Tablet,SCD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,1992826,ertugliflozin 15 MG / sitagliptin 100 MG Oral Tablet,SCD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,1992835,ertugliflozin 5 MG / sitagliptin 100 MG Oral Tablet,SCD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,665033,sitagliptin 100 MG Oral Tablet,SCD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,665038,sitagliptin 25 MG Oral Tablet,SCD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,665042,sitagliptin 50 MG Oral Tablet,SCD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,861769,metformin hydrochloride 1000 MG / sitagliptin 50 MG Oral Tablet,SCD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,861819,metformin hydrochloride 500 MG / sitagliptin 50 MG Oral Tablet,SCD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,665031,sitagliptin 100 MG,SCDC
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,665037,sitagliptin 25 MG,SCDC
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,665041,sitagliptin 50 MG,SCDC
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,1189802,simvastatin / sitagliptin Oral Tablet,SCDF
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,1243826,metformin / sitagliptin Extended Release Oral Tablet,SCDF
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,1992824,ertugliflozin / sitagliptin Oral Tablet,SCDF
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,665032,sitagliptin Oral Tablet,SCDF
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,700516,metformin / sitagliptin Oral Tablet,SCDF
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,1159662,sitagliptin Oral Product,SCDG
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,1159663,sitagliptin Pill,SCDG
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,1161607,metformin / sitagliptin Oral Product,SCDG
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,1161608,metformin / sitagliptin Pill,SCDG
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,1992822,ertugliflozin / sitagliptin Oral Product,SCDG
antidiabetic,Dipeptidyl peptidase 4 inhibitors,sitagliptin,1992823,ertugliflozin / sitagliptin Pill,SCDG
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1100699,linagliptin,IN
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1243019,linagliptin / metformin,MIN
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1598392,empagliflozin / linagliptin,MIN
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,2281864,empagliflozin / linagliptin / metformin,MIN
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1100706,linagliptin 5 MG Oral Tablet [Tradjenta],SBD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1243026,linagliptin 2.5 MG / metformin hydrochloride 1000 MG Oral Tablet [Jentadueto],SBD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1243033,linagliptin 2.5 MG / metformin hydrochloride 500 MG Oral Tablet [Jentadueto],SBD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1243040,linagliptin 2.5 MG / metformin hydrochloride 850 MG Oral Tablet [Jentadueto],SBD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1602115,empagliflozin 10 MG / linagliptin 5 MG Oral Tablet [Glyxambi],SBD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1602120,empagliflozin 25 MG / linagliptin 5 MG Oral Tablet [Glyxambi],SBD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1796091,24 HR linagliptin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Jentadueto],SBD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1796096,24 HR linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Jentadueto],SBD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,2359285,24 HR empagliflozin 10 MG / linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Trijardy],SBD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,2359290,24 HR empagliflozin 12.5 MG / linagliptin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Trijardy],SBD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,2359353,24 HR empagliflozin 25 MG / linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Trijardy],SBD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,2359358,24 HR empagliflozin 5 MG / linagliptin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Trijardy],SBD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1100704,linagliptin 5 MG [Tradjenta],SBDC
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1243022,linagliptin 2.5 MG / metformin hydrochloride 1000 MG [Jentadueto],SBDC
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1243029,linagliptin 2.5 MG / metformin hydrochloride 500 MG [Jentadueto],SBDC
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1243036,linagliptin 2.5 MG / metformin hydrochloride 850 MG [Jentadueto],SBDC
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1602111,empagliflozin 10 MG / linagliptin 5 MG [Glyxambi],SBDC
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1602119,empagliflozin 25 MG / linagliptin 5 MG [Glyxambi],SBDC
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1796095,linagliptin 5 MG / metformin hydrochloride 1000 MG [Jentadueto],SBDC
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,2359281,empagliflozin 10 MG / linagliptin 5 MG / metformin hydrochloride 1000 MG [Trijardy],SBDC
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,2359289,empagliflozin 12.5 MG / linagliptin 2.5 MG / metformin hydrochloride 1000 MG [Trijardy],SBDC
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,2359352,empagliflozin 25 MG / linagliptin 5 MG / metformin hydrochloride 1000 MG [Trijardy],SBDC
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,2359357,empagliflozin 5 MG / linagliptin 2.5 MG / metformin hydrochloride 1000 MG [Trijardy],SBDC
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1100705,linagliptin Oral Tablet [Tradjenta],SBDF
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1243037,linagliptin / metformin Oral Tablet [Jentadueto],SBDF
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1602112,empagliflozin / linagliptin Oral Tablet [Glyxambi],SBDF
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1796090,linagliptin / metformin Extended Release Oral Tablet [Jentadueto],SBDF
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,2359282,empagliflozin / linagliptin / metformin Extended Release Oral Tablet [Trijardy],SBDF
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1179163,Tradjenta Oral Product,SBDG
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1179164,Tradjenta Pill,SBDG
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1243038,Jentadueto Oral Product,SBDG
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1243039,Jentadueto Pill,SBDG
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1602113,Glyxambi Oral Product,SBDG
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1602114,Glyxambi Pill,SBDG
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,2359283,Trijardy Oral Product,SBDG
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,2359284,Trijardy Pill,SBDG
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1100702,linagliptin 5 MG Oral Tablet,SCD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1243020,linagliptin 2.5 MG / metformin hydrochloride 1000 MG Oral Tablet,SCD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1243027,linagliptin 2.5 MG / metformin hydrochloride 500 MG Oral Tablet,SCD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1243034,linagliptin 2.5 MG / metformin hydrochloride 850 MG Oral Tablet,SCD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1602109,empagliflozin 10 MG / linagliptin 5 MG Oral Tablet,SCD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1602118,empagliflozin 25 MG / linagliptin 5 MG Oral Tablet,SCD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1796089,24 HR linagliptin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,SCD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1796094,24 HR linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,SCD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,2359279,24 HR empagliflozin 10 MG / linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,SCD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,2359288,24 HR empagliflozin 12.5 MG / linagliptin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,SCD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,2359351,24 HR empagliflozin 25 MG / linagliptin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,SCD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,2359356,24 HR empagliflozin 5 MG / linagliptin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,SCD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1100700,linagliptin 5 MG,SCDC
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1243015,linagliptin 2.5 MG,SCDC
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1100701,linagliptin Oral Tablet,SCDF
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1243018,linagliptin / metformin Oral Tablet,SCDF
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1602108,empagliflozin / linagliptin Oral Tablet,SCDF
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1796088,linagliptin / metformin Extended Release Oral Tablet,SCDF
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,2359278,empagliflozin / linagliptin / metformin Extended Release Oral Tablet,SCDF
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1164670,linagliptin Oral Product,SCDG
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1164671,linagliptin Pill,SCDG
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1243016,linagliptin / metformin Oral Product,SCDG
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1243017,linagliptin / metformin Pill,SCDG
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1602106,empagliflozin / linagliptin Oral Product,SCDG
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,1602107,empagliflozin / linagliptin Pill,SCDG
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,2359276,empagliflozin / linagliptin / metformin Oral Product,SCDG
antidiabetic,Dipeptidyl peptidase 4 inhibitors,linagliptin,2359277,empagliflozin / linagliptin / metformin Pill,SCDG
antidiabetic,Dipeptidyl peptidase 4 inhibitors,saxagliptin,857974,saxagliptin,IN
antidiabetic,Dipeptidyl peptidase 4 inhibitors,saxagliptin,1043562,metformin / saxagliptin,MIN
antidiabetic,Dipeptidyl peptidase 4 inhibitors,saxagliptin,1727500,dapagliflozin / saxagliptin,MIN
antidiabetic,Dipeptidyl peptidase 4 inhibitors,saxagliptin,2117292,dapagliflozin / metformin / saxagliptin,MIN
antidiabetic,Dipeptidyl peptidase 4 inhibitors,saxagliptin,1043560,saxagliptin hydrochloride,PIN
antidiabetic,Dipeptidyl peptidase 4 inhibitors,saxagliptin,1546030,saxagliptin anhydrous,PIN
antidiabetic,Dipeptidyl peptidase 4 inhibitors,saxagliptin,2643444,saxagliptin hydrochloride dihydrate,PIN
antidiabetic,Dipeptidyl peptidase 4 inhibitors,saxagliptin,1043567,24 HR metformin hydrochloride 1000 MG / saxagliptin 2.5 MG Extended Release Oral Tablet [Kombiglyze],SBD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,saxagliptin,1043574,24 HR metformin hydrochloride 1000 MG / saxagliptin 5 MG Extended Release Oral Tablet [Kombiglyze],SBD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,saxagliptin,1043582,24 HR metformin hydrochloride 500 MG / saxagliptin 5 MG Extended Release Oral Tablet [Kombiglyze],SBD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,saxagliptin,1925504,dapagliflozin 10 MG / saxagliptin 5 MG Oral Tablet [Qtern],SBD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,saxagliptin,2169276,dapagliflozin 5 MG / saxagliptin 5 MG Oral Tablet [Qtern],SBD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,saxagliptin,858040,saxagliptin 5 MG Oral Tablet [Onglyza],SBD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,saxagliptin,858044,saxagliptin 2.5 MG Oral Tablet [Onglyza],SBD
antidiabetic,Dipeptidyl peptidase 4 inhibitors,saxagliptin,1043565,metformin hydrochloride 1000 MG / saxagliptin 2.5 MG [Kombiglyze],SBDC
antidiabetic,Dipeptidyl peptidase 4 inhibitors,saxagliptin,1043572,metformin hydrochloride 1000 MG / saxagliptin 5 MG [Kombiglyze],SBDC
antidiabetic,Dipeptidyl peptidase 4 inhibitors,saxagliptin,1043580,metformin hydrochloride 500 MG / saxagliptin 5 MG [Kombiglyze],SBDC
antidiabetic,Dipeptidyl peptidase 4 inhibitors,saxagliptin,1925500,dapagliflozin 10 MG / saxagliptin 5 MG [Qtern],SBDC
antidiabetic,Dipeptidyl peptidase 4 inhibitors,saxagliptin,2169275,dapagliflozin 5 MG / saxagliptin 5 MG [Qtern],SBDC
antidiabetic,Dipeptidyl peptidase 4 inhibitors,saxagliptin,858038,saxagliptin 5 MG [Onglyza],SBDC
antidiabetic,Dipeptidyl peptidase 4 inhibitors,saxagliptin,858043,saxagliptin 2.5 MG [Onglyza],SBDC
antidiabetic,Dipeptidyl peptidase 4 inhibitors,saxagliptin,1043566,metformin / saxagliptin Extended Release Oral Tablet [Kombiglyze],SBDF
antidiabetic,Dipeptidyl peptidase 4 inhibitors,saxagliptin,1925501,dapagliflozin / saxagliptin Oral Tablet [Qtern],SBDF
antidiabetic,Dipeptidyl peptidase 4 inhibitors,saxagliptin,858039,saxagliptin Oral Tablet [Onglyza],SBDF
